row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,MS0_NEW_POS.mzXML Peak area,MS33_NEW_POS.mzXML Peak area,MS33_OLD_POS.mzXML Peak area,MS0_OLD_POS.mzXML Peak area,MS60_NEW_POS.mzXML Peak area,MS80_NEW_POS.mzXML Peak area,MS60_OLD_POS.mzXML Peak area,P1_pos.mzXML Peak area,MS80_OLD_POS.mzXML Peak area,P5_pos.mzXML Peak area,P3_pos.mzXML Peak area,P4_pos.mzXML Peak area,P2_pos.mzXML Peak area,P6_pos.mzXML Peak area,P8_pos.mzXML Peak area,P7_pos.mzXML Peak area,P9_pos.mzXML Peak area,P23_pos.mzXML Peak area,P10_pos.mzXML Peak area,P11_pos.mzXML Peak area,P21_pos.mzXML Peak area,P25_pos.mzXML Peak area,P26_pos.mzXML Peak area,P24_pos.mzXML Peak area,P27_pos.mzXML Peak area,P28_pos.mzXML Peak area,P29_pos.mzXML Peak area,P30_pos.mzXML Peak area,E1_pos.mzXML Peak area,E2_pos.mzXML Peak area,P31_pos.mzXML Peak area,P32_pos.mzXML Peak area,E4_pos.mzXML Peak area,E5_pos.mzXML Peak area,E3_pos.mzXML Peak area,E7_pos.mzXML Peak area,E6_pos.mzXML Peak area,E8_pos.mzXML Peak area,E9_pos.mzXML Peak area,E10_pos.mzXML Peak area,E11_pos.mzXML Peak area,E12_pos.mzXML Peak area,E33_pos.mzXML Peak area,E35_pos.mzXML Peak area,E34_pos.mzXML Peak area,E37_pos.mzXML Peak area,E38_pos.mzXML Peak area,E39_pos.mzXML Peak area,E36_pos.mzXML Peak area,E43_pos.mzXML Peak area,E40_pos.mzXML Peak area,E41_pos.mzXML Peak area,E44_pos.mzXML Peak area,E42_pos.mzXML Peak area,
5903,237.18482876971552,9.481347,,,,,,,,,,,142328.28,104639.49,173540.97,532911.56,77184.81,51672.363,262283.44,22001.586,175353.45,14052.674,13235.103,19055.908,11949.464,13051.899,28275.88,42999.53,29836.146,1528267.9,15282.816,41267.445,1034844.25,616079.8,684002.9,712996.3,574980.0,709221.0,479737.8,463074.03,5362.868,696.9398,551372.1,459421.9,2535.512,0,0,0,1554.1913,0,675.87463,0,1593.5087,0,245873.7,295111.25,261074.08,186706.77,174161.5,147922.42,174144.19,63577.406,149098.08,133912.55,87466.36,64849.78,
6407,237.18483108895913,10.201375,,,,,,,,,,,230809.11,187685.5,309433.97,907356.44,108195.9,85027.58,228823.31,41372.703,146571.48,43993.445,66576.5,68498.65,51678.98,42042.555,39589.812,37317.305,25617.586,411800.12,18390.182,24462.977,428163.22,150774.08,301932.97,353200.1,120523.37,105234.21,93958.09,83752.79,7336.0063,2380.1746,109800.625,128711.37,5621.2266,697.81976,3947.5442,1384.0565,4544.1035,2109.905,5240.864,3517.9004,11137.029,2898.6892,237105.17,261340.62,224410.97,180913.56,213291.28,87891.01,160006.23,45053.332,106129.5,96441.15,55849.97,69248.414,
7009,237.18484831146813,10.994988,,,,,,,,,,,168355.66,116931.28,658815.5,1827605.9,181506.94,203056.53,139927.61,50308.742,390498.0,29353.701,22397.35,45422.383,9030.918,8999.317,15121.803,5303.833,10028.822,197389.81,10412.457,10249.281,238234.28,90067.39,115637.445,85178.945,92363.82,123266.76,113240.59,103644.06,3434.4429,2082.633,149338.81,84489.664,2642.0564,1598.4025,920.93445,740.3094,781.73975,4683.2896,5828.6045,4650.3696,10163.702,3948.899,233662.92,191501.55,224540.25,154546.56,188517.73,92851.8,170574.02,46112.43,130817.72,95696.36,56019.465,61321.836,
7719,237.18486536993223,12.074902,,,,,,,,,,,427845.53,343006.5,585228.0,1398247.5,172664.55,220780.28,553098.5,30806.13,408150.97,37315.31,54764.297,67363.62,53556.9,37222.465,29174.38,33585.8,24073.69,181961.38,24110.89,27255.97,164401.12,53667.12,32212.01,89254.22,57689.645,56571.4,46683.473,46326.83,1696.0627,5165.9204,28071.262,42115.38,7012.9946,5157.5293,6151.8906,3361.7156,5294.1636,7151.0522,6988.759,6672.844,9915.499,6269.676,110724.33,105541.41,104495.63,121974.914,86817.03,56312.17,88621.0,23643.375,82352.14,58889.375,33427.453,77029.16,
8632,237.18489012380525,13.247857,,,,,,,,,,,882236.6,726218.5,1306204.6,3092206.0,346430.56,260118.38,243687.0,17889.3,636252.7,17608.125,42161.66,31171.252,29967.535,21653.5,23435.818,14446.227,12639.137,135752.47,16270.239,10089.437,110056.98,55295.734,102711.76,61784.06,46256.906,54796.57,23137.098,34773.387,14066.628,13527.443,45869.344,42962.168,9833.032,12487.105,12556.622,11737.479,13637.469,9383.185,13609.867,13128.432,12346.744,13469.684,90574.875,92211.23,122592.05,79762.28,137575.66,86737.09,96339.875,45284.31,89859.734,132081.9,72885.82,96021.32,
3702,238.0708845381773,6.0451374,,,,,,,,,,,11565.615,17397.613,18157.312,28627.818,22208.855,37960.273,49094.332,4881.466,64135.39,13362.146,4406.006,8458.94,9036.008,4518.8584,32377.227,26508.652,25883.865,9119.057,17812.637,54811.355,6765.6206,1133047.1,1329216.5,1578809.4,2047407.2,2132690.0,1933806.0,1221622.2,0,0,1223359.4,1073343.2,3840.505,0,0,0,0,17237.664,841.1405,4620.2505,5264.0513,2424.7734,4783.3643,5094.736,9940.505,1945739.9,1860850.2,1844878.4,1973159.1,719406.0,2399265.8,2203820.2,1282864.4,1120649.0,
2646,238.14364298367587,5.2694798,,,,,,,,,,,18685.912,1849916.8,2051432.9,66601.27,2538336.0,4040981.5,4483920.0,3751527.8,6470214.5,4248954.0,1620447.4,1425934.5,375171.16,38282.367,3330116.2,10082.056,7389856.5,33682.535,7564433.0,9521316.0,29108.316,1613115.4,1647117.5,2178485.0,4044847.0,3848127.8,3744324.2,5817501.0,23590.0,17232.04,6791694.5,5986047.5,293026.56,629908.94,284010.56,196963.97,11266.312,766276.2,595989.56,1750750.0,2102871.8,1693304.9,12268.108,19293.135,18250.768,2112385.0,2282297.2,3040765.8,2063049.1,4607543.5,3940400.8,3276879.0,6576716.5,7224902.0,
2008,238.14364644793073,4.608022,,,,,,,,,,,3095.1997,30616.854,68391.305,7573.83,76233.64,296465.56,132981.31,834087.56,216434.03,818790.7,394820.7,371669.62,1164284.9,51419.4,651628.6,10082.056,1146678.0,23888.21,1205915.6,1651778.9,43952.504,282137.1,294518.03,320606.7,739775.75,515486.3,646225.0,890481.56,4362.1523,4427.488,1032685.2,894520.06,140935.95,423769.75,136291.73,236780.89,14456.476,446195.56,382360.78,1020442.44,1234064.2,1004636.7,22825.027,12293.172,15884.277,140952.33,182355.38,266475.3,124973.04,374726.5,275384.06,231018.67,501056.25,587430.5,
4451,239.09118967776766,6.814287,,,,,,,,,,,9614.135,30902.367,4417.358,16040.515,21841.176,40634.74,7932.042,11974.643,32141.871,4489.3687,22218.133,6731.623,42356.195,31125.12,9358.772,13664.574,11627.489,38148.227,9700.628,10433.556,53542.836,95188.31,98328.53,121416.086,236782.02,182789.42,247861.27,295216.62,789.7931,1617.1986,347158.84,327849.34,0,0,0,10764.409,6991.497,0,0,0,0,0,294471.56,475253.1,381144.66,217507.73,1610517.9,151740.9,146971.78,83654.05,175555.69,155325.12,163032.33,166593.17,
2673,239.14853050358343,5.333652,,,,,,,,,,,1538676.0,1373752.0,1405133.0,1856178.4,684902.06,597075.44,946619.0,138228.83,409754.53,138430.12,81308.84,208616.1,31049.758,292856.53,196355.78,352743.16,96600.96,603871.75,110582.35,107941.72,414545.03,34661.43,143872.05,152621.97,142861.2,109930.555,127918.24,100284.055,364772.28,416277.84,87455.08,90180.26,381767.94,392255.5,422404.56,364954.6,375394.56,191290.53,474497.9,106158.81,106345.55,113173.56,190523.62,99225.9,141374.03,107110.484,117799.41,95933.484,115258.08,56631.188,71541.55,88319.65,14136.599,31453.729,
13962,239.2369784483388,16.501942,,,,,,,,,,,484499.88,554205.3,588634.9,1089507.4,373200.38,450193.44,544976.1,852097.5,516289.6,483439.12,828599.25,442627.34,1002736.94,421515.34,405801.62,389393.53,476368.0,137929.7,334311.03,438591.16,273570.06,65507.387,42579.39,57660.043,84618.52,98651.766,65805.46,110289.01,510758.2,729354.94,93913.59,84452.78,658458.5,583193.1,656849.9,665338.8,577251.94,769616.75,607668.2,670388.44,467586.88,544002.56,227765.31,381280.06,317099.47,352015.5,252167.61,286702.25,362268.34,249349.17,308749.1,275592.62,161930.64,280420.22,
1103,240.0865533923785,1.2658243,,,,,,,,,,,22671.031,417699.8,140428.31,16884.701,1179052.4,2076394.1,417618.75,278490.12,927616.4,126587.92,56429.133,53349.117,55344.582,39452.19,42965.555,59912.81,480254.03,259896.06,169165.94,214973.1,484198.16,841196.0,863262.2,960885.75,942354.75,944282.25,982875.0,1660179.6,5443.302,6393.015,1734163.2,1691746.4,90243.14,294735.25,108532.945,74079.82,6096.1343,306490.78,305880.44,603818.2,685475.9,551415.9,6175.4814,18706.47,5543.7256,252648.72,585968.94,804574.4,273998.97,1320673.0,902762.7,836742.1,1510247.2,1524996.9,
8676,240.08656489167464,13.044428,,,,,,,,,,,0,0,0,0,0,0,0,8252.084,0,0,0,0,0,0,0,2600.1963,0,175890.38,865.3633,0,256059.3,922170.0,303688.94,591943.2,912347.1,1266031.0,1545453.4,3352840.2,0,0,5054381.5,3689477.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2186,240.0865660859275,4.8467193,,,,,,,,,,,5578.867,3255.7607,15146.533,23962.379,9721.882,6275.102,29631.982,61809.023,18901.994,54904.94,110770.625,652750.9,77779.07,39654.184,85128.62,1290561.2,42088.18,3105983.0,25089.984,70532.195,3854982.8,1985809.6,1914234.9,2437133.0,1323621.2,991533.75,990376.5,442675.66,16442.879,18457.729,615266.9,513692.6,51929.035,28295.484,5633.7217,14253.765,16815.096,17974.002,18874.156,84106.945,198347.42,185044.75,13961.506,24322.625,9843.378,79651.75,87151.375,147555.38,89522.74,126232.38,162467.53,171962.64,207737.23,259161.06,
1062,240.12297624168988,1.2796174,,,,,,,,,,,40719.848,544092.75,615425.3,66408.75,963001.1,1556617.1,1280166.6,219921.83,1729452.2,88286.7,8226.518,14734.798,13416.236,3217.9482,120548.164,5811.4526,421755.8,47354.504,494310.66,570002.75,44706.586,722445.94,672132.06,791690.06,1154781.1,1130266.9,1119370.4,1406762.9,7224.3735,2485.0923,1618299.0,1530866.4,65655.555,188729.88,33471.902,24603.826,6006.2344,260585.38,242477.12,921471.3,1280466.0,1146309.1,22904.54,34346.566,25635.477,897433.44,679078.56,1085342.4,898864.9,1797986.4,1180735.0,1182880.6,1578152.5,2307747.8,
4876,241.07052837788478,7.5264645,,,,,,,,,,,763.00916,253885.92,194906.98,10548.488,685004.6,711910.0,1620409.8,60478.01,2566738.5,36886.14,20896.627,21120.047,25771.312,0,39963.51,0,78823.84,0,77080.51,126590.234,5119.495,216142.72,224389.45,265657.28,585587.44,575210.2,496417.03,811023.94,0,0,804239.44,722459.3,21419.049,30782.158,18054.828,8834.957,0,45819.754,38153.88,65557.766,80243.7,64213.258,4655.141,8106.181,2610.269,362833.03,348465.97,561593.6,346151.22,159447.78,792936.1,662163.1,1087454.8,173138.34,
5454,241.0705445004846,8.810087,,,,,,,,,,,0,3892344.5,4048887.2,11239.793,6395528.5,1.0186386E7,8679955.0,153377.03,1.4052408E7,117478.664,81607.55,95251.69,93168.58,0,178848.2,0,371716.38,0,329171.25,591927.7,15663.232,1527593.6,1551955.5,1862665.0,3538536.8,3951305.8,2889000.8,5028611.0,0,0,5517638.5,4601501.5,126761.234,165539.81,108460.62,56663.098,695.7001,204615.38,225983.28,269780.5,406175.5,295519.03,4195.6084,9979.07,11094.958,2252736.0,1994737.8,2257577.0,2136650.5,5022505.0,4522550.5,3359048.8,6833362.0,6555649.0,
3241,241.07056103140357,5.737283,,,,,,,,,,,21476.29,522151.22,274977.4,53275.617,1576960.6,3543548.5,1101578.6,7145.5723,2356389.5,2979.6973,0,2658.0474,886.0521,826.40765,12529.927,769.81104,7483.161,24722.25,9390.343,15130.181,51816.395,177185.3,209001.97,242869.61,551314.9,530918.94,689454.6,959056.6,0,0,955433.3,1155301.1,15018.584,11236.415,10003.143,2674.1814,0,14176.466,24976.219,33198.734,64708.76,44997.402,114520.26,149891.47,110372.875,394837.78,222733.53,487217.75,209066.31,684865.56,454930.9,500295.72,1029147.3,1085367.8,
2285,241.07058599913412,4.9352117,,,,,,,,,,,17615.857,436648.12,395180.06,31169.39,787650.9,1683285.5,1174470.9,37083.074,2378858.5,23673.71,3006.4133,3277.5498,7839.393,3386.1194,17215.732,769.81104,113501.71,2716.8413,165451.45,226406.38,10338.406,729930.56,916794.94,1049550.4,2669491.2,2488091.0,2554716.2,1933161.0,1036.459,787.3518,2708655.0,2330942.5,8533.176,26351.188,9835.541,967.00073,774.71045,18755.492,13031.04,130069.52,141056.2,97908.02,9746.73,14811.615,5087.8037,752505.5,796975.3,2058185.2,819586.4,2203459.2,1980769.1,2200042.2,3169433.2,3140095.5,
3274,241.10657029812688,5.781832,,,,,,,,,,,9457.142,64522.934,47335.98,26171.285,84079.87,119628.11,66359.78,130943.61,148177.0,57576.53,60120.66,36418.05,48633.78,18227.775,121428.89,3384.9473,101145.62,23282.559,103537.55,246210.5,62776.004,169146.5,171259.75,193542.11,783351.8,834361.8,809961.75,796046.0,1870.8173,1282.7395,1057600.9,915614.94,2080.521,869.2545,1396.4554,1305.715,3469.5632,1492.6057,2657.6387,7001.7363,3760.6064,4403.385,76855.695,90578.69,85827.945,245821.34,249882.11,764383.56,200539.66,557889.25,619322.44,820466.5,1292487.9,1313218.4,
4182,241.1067483643102,6.531952,,,,,,,,,,,3212.2524,307985.06,646959.1,29638.713,485466.34,865804.56,1722166.1,43158.99,2836419.0,50612.332,33003.668,36194.8,35615.066,25345.371,39780.13,8341.978,122373.07,8127.9927,122114.414,170537.66,12938.417,1055680.5,808786.75,988180.9,2712674.2,3112182.5,2108949.0,2474661.2,3790.9648,666.2834,3083976.2,2420165.2,2080.521,3322.5256,2739.492,930.22174,815.48047,4384.1924,5514.409,8371.052,30758.928,12818.568,48741.043,109967.33,84651.98,449914.8,603615.2,1019717.44,620207.4,1658667.6,1674939.0,1639036.0,2843679.8,2744549.8,
6912,241.10692455202624,10.890096,,,,,,,,,,,855.71533,37543.47,99856.89,2238.8508,39024.117,130555.36,281569.84,0,198573.73,0,0,0,0,0,0,0,1659.8605,725.1275,2174.2815,2353.7642,840.64685,696227.2,512956.2,561541.0,1585576.6,1324770.9,1056497.4,1040916.56,0,0,1068339.5,1013457.4,1466.2888,0,697.9724,0,1546.9755,684.2058,0,0,0,0,3351.0198,2035.7578,5955.754,291345.2,117530.95,413563.78,279302.22,276589.53,588400.8,483895.72,927322.56,669131.56,
6377,241.1434057614923,10.200322,,,,,,,,,,,150760.62,161622.25,315023.9,1168108.9,114729.88,141828.03,440232.3,12790.285,307809.38,12993.188,11710.394,15851.39,5639.48,4501.6904,9819.91,3355.736,6411.929,58493.043,9933.608,13499.58,50855.867,50589.08,67402.58,60117.734,184759.3,186849.47,131044.875,173856.7,12935.302,4199.747,157406.7,154372.17,5050.699,2607.8682,2890.9944,1811.8479,5770.909,2060.7715,3600.036,4615.781,3019.547,4056.7295,67895.44,113728.81,87069.8,96465.5,102059.91,94818.56,128129.26,163907.7,166500.39,108228.28,151296.23,179411.72,
939,241.15451082049617,1.2625848,,,,,,,,,,,349899.25,360612.4,324567.38,645713.44,216019.55,184796.48,303050.22,2522095.2,275125.84,1536772.9,1384981.4,1454004.6,1457671.4,574874.0,1182275.2,441447.75,1293928.5,1293544.0,1252362.4,1289475.5,1581805.5,1569585.2,1389406.8,1600247.1,1114335.8,1159081.5,1018375.2,956909.75,788091.0,816420.4,1278325.4,941257.06,894059.5,755700.0,726891.3,460727.28,734663.1,897715.6,615390.9,808114.44,876066.7,764985.1,1866917.8,1754223.0,1771724.2,1890937.4,1830919.2,1173076.8,1769690.5,624262.3,1221258.4,1147803.9,698430.5,911441.5,
11120,241.19496752114787,14.955602,,,,,,,,,,,174484.0,244370.9,639316.4,837408.5,210270.34,263041.28,519023.75,25605.027,242464.17,24765.229,28845.049,30014.416,14787.004,31057.092,17877.023,12789.766,16415.523,113017.57,26033.541,18577.09,105873.22,81917.63,138455.78,94299.36,198095.61,218820.3,163757.6,207775.86,16692.463,6568.486,215124.12,224737.03,3726.5535,2939.4329,3563.32,803.14746,3326.3755,2710.7092,1681.3694,3816.0269,6246.047,4048.9768,32908.1,73625.1,93176.79,168537.03,241019.12,261737.14,260136.23,317512.62,345851.56,268903.44,338419.94,427530.06,
5877,241.203499004741,9.402766,,,,,,,,,,,629064.94,422755.97,657890.75,666913.7,1307296.8,297137.8,1252637.8,5565.8784,1360052.9,5902.1445,6832.3936,32606.387,5467.143,8372.11,3454.3071,12510.499,5253.2466,83680.44,6390.216,3531.7012,103374.55,105780.36,123551.25,122000.96,215554.67,187316.02,193651.02,36220.3,9291.961,7203.415,47950.703,38642.766,5980.806,10108.854,6037.3936,10442.722,4230.1543,5558.859,7490.559,6499.161,8338.749,5052.2163,183728.88,156668.62,190943.02,214041.5,170672.48,225318.36,195992.3,44867.22,270597.25,250001.03,59201.62,57650.61,
2728,243.08624843668545,5.440215,,,,,,,,,,,214118.31,570665.44,970301.9,337409.75,656306.5,981467.44,1735906.6,146927.78,2238809.0,87671.414,19726.941,25678.2,11753.092,5842.065,73781.234,916.6739,544638.06,47935.418,294758.3,704873.56,106301.4,2230381.0,2839451.2,3065723.8,7819159.0,5619896.5,7592749.0,7295638.0,1990.4768,819.67676,8494621.0,8875450.0,70307.98,133747.61,62276.406,23917.143,3709.2686,128087.43,114125.11,200440.27,398352.75,213589.75,142134.89,85812.69,83171.71,1440020.6,1449428.9,4041461.0,1343130.6,2661731.8,2605919.8,3733112.8,3978911.8,4064774.2,
4245,243.08628223399063,6.0346494,,,,,,,,,,,16948.68,1018227.9,1797209.4,31044.508,1233639.6,1843597.9,2755846.8,65649.43,3724076.8,68292.17,35488.57,41692.742,32772.875,6088.309,47214.285,10138.962,130028.625,35139.066,107344.36,289727.3,79490.56,2130885.0,2542449.0,2487452.2,2592382.8,5641405.5,5591709.0,7075988.0,172286.06,126231.69,7785428.0,7780036.5,164556.38,89443.67,128118.92,58541.754,157446.66,112521.98,151755.48,143761.53,247628.56,132644.73,358532.0,339890.9,273942.2,2018952.8,2243843.8,7162278.5,2239230.8,4682390.0,4735844.5,7524356.5,7446485.0,7631767.5,
6230,243.0875980172285,9.868097,,,,,,,,,,,53422.24,53016.785,81777.45,244784.56,33124.516,40239.777,64876.445,505059.88,49690.69,601101.94,942468.06,934438.4,691388.94,895132.44,504941.66,1641210.2,458315.1,162593.89,388676.44,402033.06,152385.5,108019.11,115217.08,98536.125,139878.34,126486.22,117806.805,102499.47,395356.06,374115.2,142006.9,93686.84,354834.88,298232.9,371583.7,325730.75,415665.28,291301.78,265383.84,334681.56,337980.16,309166.4,342848.7,330626.12,341320.84,244370.86,389857.94,166066.17,281066.5,122382.164,144511.81,122168.09,199581.22,148675.48,
3779,243.1225991200636,6.2973685,,,,,,,,,,,37395.32,3769625.0,6582723.5,278752.22,5247206.0,8984663.0,1.3751919E7,1228563.4,1.926932E7,966107.8,88812.14,107360.61,81343.64,19382.494,489230.06,106453.836,2280437.8,69214.38,2285344.0,2229356.2,72196.766,1835385.5,1689815.2,2667130.0,3267577.0,4250403.5,2807318.0,5384148.0,13896.489,6529.528,5222795.0,3971573.5,135099.36,97533.32,79618.54,35898.562,7015.6934,212066.9,278547.56,292059.16,684936.2,344771.62,201435.9,101322.04,98652.13,2735087.8,1471749.2,2378554.8,2312124.2,4409900.0,4565067.5,2730804.5,6030017.5,5970069.0,
4232,243.13362426835252,6.5729136,,,,,,,,,,,274619.66,237799.02,180658.64,1264125.4,102280.91,56378.56,386811.8,137352.66,185300.44,64579.547,292770.2,279868.16,194970.44,377562.66,89682.68,106893.77,66450.09,255704.14,53379.406,54348.59,156198.3,13956.816,11893.097,17650.0,7502.338,5037.3438,4583.4697,757.94055,7115.92,15466.186,2794.5498,1882.811,18057.498,15460.7295,19668.883,4494.393,17672.5,14582.59,5715.962,12869.853,8072.876,8467.18,23095.326,45766.797,41513.938,7544.2563,16080.829,4647.4053,4922.6475,714.6338,1653.6951,3553.9353,959.1161,4479.273,
10959,243.1590880918484,14.839133,,,,,,,,,,,2134.3665,928.7126,1304.3341,1895.3705,2171.4321,1665.0145,6771.8457,0,7243.707,0,0,0,0,921.65283,0,0,0,844.99054,0,0,798.34705,16951.77,20047.4,10942.037,167899.34,184173.81,237761.58,260934.98,1914.577,0,309379.28,438544.0,0,0,0,0,0,0,0,0,0,0,12502.034,36385.527,46778.652,64076.785,92469.99,350289.44,212116.34,161303.25,183701.56,152630.47,237588.11,964759.8,
12585,243.21081858242349,15.291775,,,,,,,,,,,469596.88,704651.7,961517.7,1116477.8,1029030.6,1346041.2,1530899.9,84421.234,1929627.0,91661.45,159029.98,80391.08,120346.04,50610.01,105277.98,61255.875,170988.22,149139.78,98052.9,159850.86,106587.83,102457.63,106780.58,86614.92,560426.0,747701.8,280518.5,585255.25,75728.94,43949.348,492574.44,481853.1,45730.62,35496.5,34144.93,13602.402,57972.38,35792.766,17412.188,49916.81,35005.28,24710.207,140298.62,151816.48,143703.33,118346.875,106971.73,66061.85,132176.8,106756.04,157278.95,90169.63,107548.03,212707.55,
10150,243.21080682176014,14.424217,,,,,,,,,,,259537.94,239921.3,401087.9,673791.7,139260.25,150292.56,310750.47,34686.652,235418.14,14221.297,7947.868,38999.363,12228.731,16558.867,8798.146,15460.443,26241.717,37504.47,14954.134,28821.486,62142.79,28938.46,30941.291,19390.697,24790.613,30296.566,29500.424,61855.184,22435.357,7408.291,50665.62,58456.023,9381.499,3177.2285,9582.082,6911.0073,7365.538,3227.9116,4916.83,5156.8296,7346.748,2500.6724,24700.291,38674.79,67368.125,27470.66,28395.398,49575.88,47817.184,34209.227,71466.54,55441.59,20362.992,85869.32,
3826,244.09666481025735,6.1730847,,,,,,,,,,,117224.164,200253.61,1019989.94,1371267.0,98346.055,58983.29,1094398.4,35403.84,918905.4,14948.547,3397.2666,14171.465,10907.814,4549.3022,44208.67,20264.455,67586.85,431010.53,55279.883,42985.29,318707.03,147600.31,162133.9,166699.03,115172.84,125933.92,140564.61,32930.84,0,0,36900.227,24204.916,0,0,0,0,0,0,0,0,0,0,80247.45,62913.645,81647.5,85766.03,77269.7,22032.24,95683.2,7737.038,45989.37,37484.543,10328.269,9295.134,
588,244.1114808408081,1.2129298,,,,,,,,,,,4225.77,21289.936,470882.3,267424.94,9694.172,1880.9182,346911.8,2061370.9,278525.2,1474340.5,2607302.5,1726484.4,1957064.2,2096206.9,1784403.6,1498820.5,1053719.9,97426.59,1425931.6,675398.44,142020.42,98174.15,44276.645,49678.59,17631.732,17929.406,16643.76,38087.64,89888.95,119884.33,49814.85,23617.527,141056.78,136749.84,143209.8,57072.305,126375.984,104809.86,91647.04,92966.266,86077.88,103272.68,22081.557,27162.982,32767.295,19426.113,14958.868,36096.29,35026.07,30774.195,40814.79,32323.377,29135.938,40627.625,
2627,244.1541544621326,5.3319006,,,,,,,,,,,937.51965,10146.336,31920.283,107674.14,2601.399,818.64026,28259.645,5016908.5,18369.61,4534888.5,8765682.0,7438738.5,7535734.0,7574707.0,4412155.5,5600820.0,4105222.8,82119.57,4544204.0,3654012.2,134193.55,54310.582,60129.83,59102.105,52437.094,50969.043,40244.76,34974.277,2282546.0,1727659.1,49615.035,36281.707,1382629.9,1400214.1,1138880.2,1834798.6,1906180.6,1392953.8,825271.1,1693932.1,1858110.0,1772407.6,740873.0,1416760.2,1106827.5,901634.06,2251944.5,342867.5,674506.94,98084.195,310772.72,219243.6,153930.14,195628.69,
5219,245.10191155269058,8.184047,,,,,,,,,,,839.5315,186985.67,517275.44,3609.96,252987.75,352155.38,1026302.94,2361.6514,1413281.4,730.52783,1781.8328,4163.2944,734.23785,0,814.1355,0,6223.1504,0,5945.6606,6998.186,0,55750.76,52809.164,65272.29,158046.47,164053.11,140901.97,169789.2,0,0,163762.75,156398.83,724.53815,0,0,0,0,3110.9402,1783.1956,4353.7227,9741.063,665.0647,0,0,0,291882.28,275212.0,142724.5,277545.12,395696.12,577943.44,495328.53,555554.56,568839.8,
5163,245.12837968687012,8.02974,,,,,,,,,,,1868953.4,1365150.8,3406700.2,7052697.5,482587.56,214347.39,1951236.6,65443.008,902432.2,19874.08,63402.715,75140.7,57882.875,90166.64,52861.86,88344.26,55369.426,387995.9,42662.38,36249.168,142678.72,42932.508,20631.506,31539.994,12764.56,15412.68,23003.445,7117.2153,12346.229,23928.277,1683.2058,932.3357,33340.027,29471.379,35019.273,24467.295,36107.074,25473.488,15057.181,20692.48,19162.074,19251.254,77752.734,64615.54,69286.75,40033.047,41735.367,12843.714,38458.6,17566.885,14695.535,17392.947,9790.336,17956.639,
5572,245.13827710583178,9.049023,,,,,,,,,,,662129.3,1130923.9,2384019.8,3531524.0,1063742.0,1271076.6,2906445.2,59223.63,3159633.8,47436.598,52347.934,68553.3,42453.8,35807.92,31714.564,25736.824,34958.555,109642.79,38860.938,34708.8,75260.51,72262.15,104044.195,109342.984,308989.4,341460.6,284527.34,787514.56,55993.355,25661.166,641345.4,632786.44,27428.479,22646.553,33026.316,25169.645,23092.191,28500.068,22710.598,29146.322,28558.027,22357.602,66395.586,86189.96,89252.26,118494.47,97894.37,163097.1,125435.15,297289.72,230219.77,239417.7,440337.53,612096.56,
14935,245.13842655478763,17.081335,,,,,,,,,,,89227.06,216615.83,347479.1,966217.56,139630.8,295408.78,245898.42,7938.58,428026.78,7927.7163,9441.456,21013.725,9131.713,3698.4568,4651.1074,3560.9502,9410.374,23714.365,3462.7725,6018.177,25206.514,99402.62,124891.39,143992.25,430713.3,171701.17,422683.47,592190.44,23680.877,917.90375,637071.9,802590.25,786.3299,728.54895,1440.9064,0,781.86096,1070.3843,0,1895.1036,923.6577,0,33884.715,55817.492,50886.46,39545.33,50785.902,103980.72,54696.516,137969.0,104500.74,100819.25,451484.97,216165.17,
3667,245.1858363411567,6.0545545,,,,,,,,,,,131170.69,77519.81,335443.06,712729.56,16100.072,0,100514.38,309404.88,22928.611,152032.08,341749.2,1059113.5,632557.25,1439777.6,612547.94,336681.9,279470.0,341667.03,261106.7,477273.12,167302.77,111220.91,113566.63,196344.77,131465.56,140831.23,79208.12,36450.035,32024.42,408556.56,101336.375,75682.05,566455.1,630482.6,625440.06,239727.17,389265.1,353979.53,229577.44,395518.5,475531.6,457061.22,173277.6,262297.22,309953.5,127086.12,335838.25,131409.33,177687.5,286251.0,265637.84,135950.92,182657.2,290057.94,
10806,245.22641124968692,15.355748,,,,,,,,,,,386967.53,949401.44,933194.2,427692.03,889539.6,1175478.8,1103342.4,135563.4,1462351.4,91085.89,88343.66,131174.19,74673.99,54073.906,87728.09,44293.723,110175.414,66815.13,83550.98,97890.84,51034.65,185807.03,167139.6,172694.56,520640.0,605451.25,154885.66,580045.9,115130.48,60235.973,617907.9,676506.4,45614.867,47695.82,38237.52,16288.417,54946.535,84108.94,31228.816,59102.105,42411.656,17516.596,69612.625,83682.73,77141.29,120454.81,119127.88,176708.11,245881.98,388761.6,237391.88,98236.51,510276.03,279865.5,
